1beba8e9f3fd4328a37113536901fa92,25607
a80b3d8990f540519aeeb20c3ff4ca45,101
5852c88ccf3643768bb54b9b20589206,99
2194fef0a7ad41b4a02bfaff492e775e,99
ea2c1aefb3b54efd80bf2ef9eee4ec29,97
3269ff98663947409f10e526abaa7a15,88
b8e85c82f62f4510961ae7fff7a1bda4,83
0653cd0db860403397cfb53615f10235,83
d37c24a43d564e6494d419ec5f080089,82
4885d0fa72304c178ebf2dfd1b7b8e2a,80
362e73cc2c134cf58514b3aa60d22c7f,79
f1d9cde0e2a342f5b50a43c95da81c9b,73
180327155556407,61
2668679ef0cb440ab5204f82242bcc18,53
f1dfe9f5cce2442cba878cecd838c80e,51
68babdb7ce2f406ea9bf282666460ff4,46
23d3a728ea4b6ec3b5715936b32a49fe,43
180327155603094,43
6fbbd735c290a9545727f41f920d2d12,41
fd00aadc8e3a41958dd4b90703e230a0,41
9de2aee493d54bd79b1feb75ca36af8a,40
0001a9437b86a8ba9ccaa825a0c4c1be,39
a3c8ac855fa5404f98cf637b0fcfb2b7,37
674125d4bb3340838c9f131d92984d4d,33
250289e6b9ea4e01bcdd45518b809e50,30
180327155554266,28
1111d121f0294e3a867aba781c8e1b65,27
5098a0136e79452dbe64ea90f7a495de,27
d383f456db6b5bab1ea553b222f4e476,27
5005203a8c334831a91fc79df13d5026,25
004a33ce124f42dbaf84d3f6c2e967ca,23
180327155606444,22
9473928ea9ab4dfc84e283dde0e179a8,21
6921d00f07fd48e6916b9f7c4177ce8e,19
180327155601999,19
180101979596104,18
180202164748551,18
180101875311825,16
180101130469414,16
180101883864510,15
f26c53e2265448d384276cd69a324056,15
d8b87a5d2da83906a6eb6bbbf2ebb626,14
734f01b1eafdb85e14dc9fcced3c39ce,14
cbb133501412b31d2c149555e67f9505,14
180101127053017,13
078991cf16394069ac17b3422b06a07d,13
96920185eecc4fa39496804c29890c93,12
180327155606527,12
190716115815036,11
180101868539558,11
180101220132719,11
675580c1054f08b42aa8954bdb7f28e1,11
180101917387873,11
180327155611097,10
96ad5ba1b9514c67abfd39e0c4e47a0b,10
180101219383670,10
b7beda47746f478c966fe7c69ae101dc,10
180101457046978,10
180327155556366,10
180101995745148,10
f1bab4f8aed6477f8de9950ced19d26a,10
f6c639cbd9920f41bfbf1c481ad38e7c,9
180101460657290,9
a218c76b4b4543bf86bc222064dd6bcb,9
180101832610429,9
54ec91630f2346d9a8e1d03d10479cd0,9
180101259816278,9
180328223227185,8
5e6cd5d1157042f9ae757660cb904c8b,8
def48f678c40b66e2fd0a2e9807fcee2,8
180327155551004,8
180101663581674,8
c0b9490b39564862974f5f2c2a797874,8
180327155550326,8
dbe4842772dc49cc858c44eff2f3580f,8
60ce014f87ef4a6e8088cc9f6d895ed3,8
180101424640947,7
180101323814397,7
180327155601935,7
73b391ceede74551964cc2ab91d25bdd,7
181022121041271,7
180101430908725,7
180328234033939,6
180101808493824,6
180101902498914,6
180101771762137,6
180101272933764,6
180327155608924,6
555c1763f8a33fae09d81c787fba88f5,6
22116473411c49688f569ea9d97ed9ba,6
180327155552727,6
180101959248489,6
b928cdff4a5247929a8f62ab71b79f0e,6
180101705018048,6
180301152843425,6
b1be13fdcc099ced8b780a2cbbf8673a,6
180328234044753,6
7d406fea29b77a790543117ab67f64fa,6
f6b3c30d034ff7df7cea2501c9e9ce16,6
180101139728072,6
180620134242881,6
180101310369280,6
180101366738945,6
030ff45512654645b5b37cffc10b6a44,5
15f30fc74532490d8155dd090149c0ea,5
180101973588006,5
6b15b8a99123447ca52b56168b6dfc18,5
1c579faa1425572418d19288bf3845ea,5
0002ff980dabc9b7ba10bc3d8a8c3b44,5
be4d47db9e85413da6ac3086b9c79110,5
180101475613212,4
180101382710443,4
4097a32ff43451a2b8ce69ce58f25f30,4
180101897268187,4
180101351895307,4
697c1482f02e4ddca9572d59ac694c16,4
180101657553275,4
82529e8951c94d0b89790c6aa33d3378,4
180327155609002,4
180328234028473,4
180101529237225,4
180328223214702,4
e3021eab94fe462fa68250e37e23e5bc,4
180328234029389,4
180101691502606,4
180101425262591,4
180925132402795,4
50b2c6ee20354a65f02afa41c95fd531,4
180101959034842,4
180327155608541,4
180101566706235,3
180101496170416,3
180101630653426,3
180101972815990,3
0586f6ba1b9c7cf544c0d764490ed34d,3
d1e6302d517c73406ce55efe5ed77914,3
1801016694015561,3
180101555685583,3
180101243728221,3
eec2fbd4b5294f508c9c27ccca2446c9,3
180101285456118,3
180101179260371,3
7494cfeb3c5e8a0391b8137e9ae7f0c4,3
ff4a3df42e8f33d7d5b0b47a2073514f,3
180101787685213,3
180101830759093,3
e760c39777624155ae5739194b32ca60,3
180101732236644,3
180101449610134,3
1f15bfb1cb5e4bc0abaec4360036223c,3
180101127705791,3
6b37b8738d0daf2268ee4e0c728b4d59,3
4435951b7da83f086dda095aee7f37a1,3
180101519919415,3
180101626616550,3
180101142104007,3
180101558165227,3
a3e102b0473a4a4ba21bb5ca34722a44,3
